縣市,字號,"執照類別 ",狀態,機構名稱,負責獸醫,發照日期,機構地址
雲林縣,雲診字第12號,獸醫師,開業,福泰家畜診所,黃光山,1996/08/26,雲林縣麥寮鄉麥豐村明德街58號
高雄市,高雄獸師開字第148號,獸醫師,開業,佑康動物醫院,周建光,1996/08/23,高雄市楠梓區楠梓路71號
台南市,南縣獸師診開字第110號,獸醫師,開業,李動物醫院,李茂民,1996/08/21,台南市新化區中正路515號
台南市,南縣獸師診開字第109號,獸醫師,開業,利榮家畜醫院,林裕榮,1996/08/08,台南市新營區新北街56號
台東縣,東府獸師開字第2號,獸醫師,開業,隆益家畜醫院,賴永美,1996/08/06,台東市中華路二段337號
屏東縣,屏獸開字第9號,獸醫師,開業,富台動物醫院,鄭仁宗,1996/08/06,屏東市重慶路211號
台南市,南縣獸師診開字第108號,獸醫師,開業,巨林家畜醫院,黃民亮,1996/08/05,六甲區菁埔村林鳳營317號
台南市,南縣獸師診開字第107號,獸醫師,開業,諮群動物醫院,蘇少儀,1996/07/30,台南市柳營區旭山村山仔腳47-10號
新竹市,竹市建農字第53608號,獸醫師,開業,協和動物診所,林鈺章,1996/07/26,新竹市南大路48號
嘉義市,府建農字第38號,獸醫師,開業,九大動物醫院,徐存宏,1996/07/26,嘉義市體育路67-1號
台南市,南縣獸師診開字第100號,獸醫師,開業,祥泰動物醫院,顏修盈,1996/07/24,台南市永康區大灣路340號
台南市,南縣獸師診開字第101號,獸醫師,開業,慈恩動物醫院,洪萬枝,1996/07/24,台南市歸仁區中山路132號
台中市,中縣畜開字第65號,獸醫師,開業,人愛動物醫院,李文元,1996/07/22,台中市太平區中山路四段223號
台南市,南縣獸師診開字第99號,獸醫師,開業,六甲家畜醫院,吳國藩,1996/07/20,台南市六甲區甲東村曾文街49-3號
台南市,南縣獸師診開字第98號,獸醫師,開業,泰安家畜診所,王海杉,1996/07/19,台南市學甲區中正路140號
台南市,南縣獸師診開字第95號,獸醫師,開業,東京動物醫院,陳炫彰,1996/07/18,台南市新營區進修街99號
嘉義市,府建農字第5號,獸醫師,開業,安美動物醫院,林延歷,1996/04/16,嘉義市重興里自由路63號
台南市,南縣獸師診開字第92號,獸醫師,開業,樂仁動物醫院,沈振加,1996/07/12,台南市新營區民治路6之43號
台南市,南縣獸師診開字第93號,獸醫師,開業,三逢家畜醫院,林志聰,1996/07/12,台南市白河區蓮潭里北埔五十號
台南市,南縣獸師診開字第90號,獸醫師,開業,康翔動物醫院,連英秀,1996/07/11,新營區長榮路一段541號
南投縣,投府農畜師開字第15號,獸醫師,開業,謝宗達動物診所,謝宗達,1996/07/06,南投縣名間鄉員集路130號
台南市,南縣獸師診開字第87號,獸醫師,開業,麒麟動物醫院,薛麒麟,1996/07/05,台南市新營區新進路一段51號
新竹縣,竹縣字第6號,獸醫師,開業,昇典動物醫院,蘇坤珍,1996/07/04,新竹縣竹北市中正東路350號
屏東縣,屏獸開字第8號,獸醫師,開業,社皮家畜診所,張金超,1996/07/01,屏東縣萬丹鄉社皮村31-26號
彰化縣,彰府農畜師字第8號,獸醫師,開業,員林動物醫院,歐武雄,1996/07/01,彰化縣鋇靜修路49-3號
彰化縣,彰府農畜師字第7號,獸醫師,開業,中國動物醫院,張炳堯,1996/07/01,彰化縣員林鎮中山路二段477-1號
台南市,南市獸開字第31號,獸醫師,開業,慈愛動物醫院,陳培中,1996/06/27,台南市西門路一段473號
台中市,中市獸醫師開字第121號,獸醫師,開業,永信動物醫院,陳志峰,1996/06/26,台中市北屯區東山路一段216-22號
台南市,南市獸開字第17號,獸醫師,開業,紅琍動物醫院,黃裕昌,1996/06/24,台南市府連路190-1號
雲林縣,雲診字第11號,獸醫師,開業,培坤動物診所,陳培坤,1996/06/21,雲林縣褒忠鄉新湖村復興路30號
台南市,南市獸開字第24號,獸醫師,開業,府城動物醫院,余明憲,1996/06/21,台南市成功路418號
台南市,南市獸開字第5號,獸醫師,開業,嘉獸家畜醫院,蔡禕祐,1996/06/17,台南市府前路一段168號
台南市,南縣獸師診開字第84號,獸醫師,開業,何動物診所,何基麟,1996/06/06,台南市官田區東庄村東庄三號
雲林縣,雲診字第9號,獸醫師,開業,晉揚家畜診所,張順彬,1996/06/05,雲林縣斗六市榮譽路974巷75號
雲林縣,雲診字第10號,獸醫師,開業,成昌動物診所,洪麗玉,1996/06/05,雲林縣二崙鄉來惠村惠來路65-3號
台南市,南市獸開字第48號,獸醫師,開業,嘉陞動物醫院,陳泰安,1996/06/05,台南市永華路100號
台南市,南縣獸師診開字第83號,獸醫師,開業,長益家畜醫院,黃清和,1996/06/04,台南市下營區開化村二鄰中營118號
高雄市,高雄獸師開字第143號,獸醫師,開業,冠安動物醫院,莊寶華,1996/06/04,高雄市苓雅區中正二路131之1號
台南市,南市獸開字第62號,獸醫師,開業,立安動物醫院,"海  鯤",1996/06/03,臺南市永華路1段186號
雲林縣,雲診字第6號,獸醫師,開業,家齊動物診所,陳俞廷,1996/06/03,雲林縣褒忠鄉新湖村復興路17號
台中市,中縣畜開字第17號,獸醫師,開業,建牧動物醫院,陳建州,1996/05/29,台中市大甲區頂店里中山路一萬1010-9號
高雄市,高市獸開字第66號,獸醫師,開業,惠光家畜醫院,黃文騫,1996/05/26,高雄市苓雅區建國一路15-7號
桃園市,桃獸師開執字第66號,獸醫師,開業,日安動物醫院,"洪  聲",1996/05/23,桃園市永安路267號
彰化縣,彰府農畜師字第3號,獸醫師,開業,聯合動物醫院,林明源,1996/05/21,彰化縣溪湖鎮二溪路1段432號
高雄市,高雄獸師開字第142號,獸醫師,開業,崇仁動物醫院,蔡明倫,1996/05/20,高雄市小港區平和路43號
嘉義市,府建農字第34號,獸醫師,開業,丸三動物醫院,劉文禎,1996/05/06,嘉義市中山路234號
嘉義市,府建農字第35號,獸醫師,開業,仁愛動物醫院,詹成章,1996/05/06,嘉義市新生路214號1-2樓
新北市,北府畜醫業字第135號,獸醫師,開業,展鵬獸醫院,陳春輝,1996/05/05,新北市樹林區中正路757號
嘉義市,府建農字第16號,獸醫師,開業,裕發家畜醫院,謝添丁,1996/05/01,嘉義市民樂街122巷2號
嘉義市,府建農字第17號,獸醫師,開業,興達獸醫院,李俊億,1996/05/01,嘉義市吳鳳南路50-1號
雲林縣,雲診字第5號,獸醫師,開業,鎮東動物醫院,林聖惠,1996/04/30,雲林縣斗六市文化路298號
彰化縣,彰府農畜師字第2號,獸醫師,開業,彰南動物醫院,林世賢,1996/04/29,彰化市中化路二段48號
嘉義市,府建農字第14號,獸醫師,開業,羅山動物醫院,吳宗龍,1996/04/25,嘉義市公明路34-6號
嘉義市,府建農字第7號,獸醫師,開業,揚名動物醫院,唐榮民,1996/04/25,嘉義市吳鳳北路167號
彰化縣,彰府農畜師字第1號,獸醫師,開業,大台中動物醫院,陳清靜,1996/04/24,彰化縣員林鎮南平東街18號
雲林縣,雲診字第2號,獸醫師,開業,褒忠家畜診所,陳憲瑞,1996/04/22,雲林縣褒忠鄉中民村中正路117號
嘉義市,府建農字第6號,獸醫師,開業,旭生家畜醫院,黃大潭,1996/04/17,嘉義市世賢路四段350巷27弄6號
嘉義市,府建農字第1號,獸醫師,開業,博愛家畜診所,吳啓聖,1996/04/17,嘉義市博愛路1段389號
台中市,中市獸醫師開字第120號,獸醫師,開業,五權動物醫院,吳錫銘,1996/04/15,台中市五權路390號
新竹市,竹市建農字第22625號,獸醫師,開業,信安動物醫院,蔡東昇,1996/04/02,新竹市民權路242號
新竹市,竹市建農字第22490號,獸醫師,開業,仁心寵物醫院,呂國璋,1996/04/01,新竹市北大路130號
台北市,北市獸業字第253號,獸醫師,開業,和的獸醫院,賴偉德,1996/04/01,台北市民權東路二段152巷22弄2號
新竹市,竹市建農字第22478號,獸醫師,開業,仁德家畜醫院,林杰玄,1996/04/01,新竹市北大路300號
新竹市,竹市建農字第21129號,獸醫師,開業,中日動物醫院,洪熒娥,1996/03/25,新竹市西大路656號
新竹市,竹市建農字第21193號,獸醫師,開業,全育動物醫院,"南    松",1996/03/25,新竹市食品路423號
台中市,中市獸醫師開字第118號,獸醫師,開業,米谷動物醫院,郭信甫,1996/03/22,台中市北屯區青島路三段212-1號
高雄市,高縣獸醫開字第87號,獸醫師,開業,國民動物醫院,鄭國民,1996/03/16,高雄市燕巢區西燕里興隆巷12號
南投縣,投府農畜師開字第14號,獸醫師,開業,三信獸醫院,林智函,1996/02/22,南投市彰仁里中山街110號
南投縣,投府農畜師開字第13號,獸醫師,開業,名竹動物醫院,吳俊雄,1996/02/22,南投縣名間鄉南雅村員集路117號
高雄市,高雄獸師開字第139號,獸醫師,開業,吉生動物醫院,林耀崇,1996/02/09,高雄市前鎮區永豐路92號
台中市,中市獸醫師開字第117號,獸醫師,開業,聖心犬貓醫院,梁天民,1996/02/01,台中市崇德路一段582號
桃園市,桃府獸字第64號,獸醫師,開業,旺旺動物醫院,曾永昌,1996/01/08,桃園龍潭龍元路58號
台中市,中市獸醫師開字第127號,獸醫師,開業,永康動物醫院,彭國楨,1996/01/01,台中市西屯區永福路167號
台中市,中縣畜開字第62號,獸醫師,開業,中一寵物綜合醫院,林學志,1995/12/26,台中市大里區西榮路201號
高雄市,高雄獸師開字第138號,獸醫師,開業,平治動物醫院,莊庭昌,1995/12/12,高雄市小港區宏平路534號
高雄市,高雄獸師開字第136號,獸醫師,開業,健中動物醫院,李萬鵬,1995/12/07,高雄市三民區鼎中路230號
新北市,北府畜醫業字第158號,獸醫師,開業,長明動物醫院,梁明誠,1995/12/04,三峽區復興路83號
高雄市,高雄獸師開字第134號,獸醫師,開業,銀星動物醫院,郭建男,1995/09/20,高雄市前金區成功一路319號
高雄市,高市建獸醫字第10號,獸醫師,開業,吉盈動物醫院,陳靖艾,1995/09/11,高雄市新興區民生一路34號
新北市,北府畜醫業字第155號,獸醫師,開業,三和動物醫院,陳錦榮,1995/09/08,三重區三和路四段215巷13號
台中市,中市獸醫師開字第115號,獸醫師,開業,大佳寵物醫院,蔡祐吉,1995/09/01,台中市西區華美西街一段203號
新北市,北府畜醫業字第148號,獸醫師,開業,山盟動物醫院,翁嘉男,1995/08/12,新莊區復興路二段90號1樓
高雄市,高雄獸師開字第133號,獸醫師,開業,名人動物醫院,林顯堂,1995/08/11,高雄市小港區沿海一路202號
台中市,中市獸醫師開字第113號,獸醫師,開業,新永吉動物醫院,李振瑤,1995/08/07,台中市北屯區中清路二段840號
高雄市,高雄獸師開字第130號,獸醫師,開業,琍生動物醫院,馮琮顯,1995/07/26,高雄市三民區博愛一路273號
新北市,北府畜醫業字第147號,獸醫師,開業,信安家畜醫院,林信義,1995/07/22,新北市蘆洲區中正路142號
台中市,中市獸醫師開字第111號,獸醫師,開業,強生動物醫院,沈仲生,1995/07/01,台中市西屯區漢口路一段137號
台南市,南縣獸師開字第78號,獸醫師,開業,新東動物醫院,郭榮展,1995/06/27,台南市新營區民生路332號
高雄市,高雄獸師開字第126號,獸醫師,開業,旺根動物醫院,皇甫建民,1995/06/13,高雄市三民區鼎中路466號
高雄市,高雄獸師開字第125號,獸醫師,開業,誠宏動物醫院,黃秀蓁,1995/06/10,高雄市三民區民族一路300號
新北市,北府畜醫業字第143號,獸醫師,開業,王動物醫院,王裕君,1995/05/23,新北市土城區中央路三段141之7號一樓
台南市,南縣獸師開字第74號,獸醫師,開業,百利動物醫院,鄭培林,1995/05/19,臺南市佳里區忠仁里建中街46號
屏東縣,屏縣獸醫字第56號,獸醫師,開業,獸安家畜醫院,徐甦生,1995/05/01,屏東市光武一巷1-14號
新竹縣,竹縣字第5號,獸醫師,開業,濟聖犬貓醫院,徐光弘,1995/05/01,竹東鎮東寧路二段328號
台中市,中縣畜開字第58號,獸醫師,開業,怡全動物醫院,林怡全,1995/04/20,台中市豐原區富春街77號2號
高雄市,高雄獸師開字第124號,獸醫師,開業,偉源動物醫院,黃偉哲,1995/04/19,高雄市楠梓區後昌路1048號
高雄市,高市獸開字第122號,獸醫師,開業,立康動物醫院,蔡逸華,1995/03/28,高雄市新興區七賢一路262號
台南市,南市獸開字第57號,獸醫師,開業,弘光動物醫院,蔣佳霖,1995/02/04,台南市金華路一段192號
苗栗縣,苗獸開字第12號,獸醫師,開業,聖心動物醫院,趙惠玉,1995/01/28,苗栗縣竹南鎮環市路一段205號
台中市,中縣畜開字第55號,獸醫師,開業,忠心動物醫院,黃慶仁,1995/01/19,台中市豐原區水源路510號
台中市,中縣畜開字第54號,獸醫師,開業,沙鹿名犬家畜醫院,林俊超,1995/01/11,台中市沙鹿區鎮南路二段446號
高雄市,高市獸開字第120號,獸醫師,開業,百祥動物醫院,鄭寶桂,1994/12/07,高雄市左營區明誠二路204號
台中市,中市獸醫師開字第104號,獸醫師,開業,中美獸醫院,黃希賢,1994/11/01,台中市南屯區大墩六街220號
台中市,中市獸醫師開字第103號,獸醫師,開業,台大動物醫院,紀登有,1994/11/01,台中市西屯區漢口路二段3號
新北市,北縣獸醫業字第49號,獸醫師,開業,嘉德動物醫院,盧安國,1994/10/29,汐止區福德一路二0六巷一號一樓
南投縣,投府農畜師開字第12號,獸醫師,開業,大群動物醫院,謝長紘,1994/10/24,南投市中興路551號
高雄市,高市獸開字第118號,獸醫師,開業,草衙動物醫院,黃斯文,1994/10/05,高雄市前鎮區草衙二路497號
台中市,中縣畜開字第53號,獸醫師,開業,新生動物醫院,何啟源,1994/10/01,台中市豐原區新生北路59號
台中市,中市獸醫師開字第102號,獸醫師,開業,吉米哈利動物醫院,王麗貞,1994/10/01,台中市南屯區大聖街250號
台南市,南縣獸師開字第64號,獸醫師,開業,佳諾動物醫院,許呈安,1994/09/21,台南市永康區大橋里28鄰中華路638號
高雄市,高市建獸醫字第115號,獸醫師,開業,愛心動物醫院,張簡明芳,1994/09/07,高雄市苓雅區建國一路74-3號
高雄市,高市獸開字第114號,獸醫師,開業,聖佳動物醫院,張聖蒂,1994/08/22,高雄市鼓山區九如四路1119號
台中市,中縣畜開字第49號,獸醫師,開業,建安動物醫院,何東旭,1994/08/12,台中市大甲區鎮政路58-7號
高雄市,高市獸開字第99號,獸醫師,開業,桂林動物醫院,蔡富安,1994/07/29,高雄市小港區中安路598號
南投縣,投府農畜師開字第10號,獸醫師,開業,中興動物醫院,范姜君吉,1994/07/06,南投縣草屯鎮中正路854號
新竹縣,竹縣字第3號,獸醫師,開業,畜安動物醫院,陳文紺,1994/07/03,竹東鎮東寧路一段61號
台北市,北市獸業字第228號,獸醫師,開業,康寧動物醫院,王聲文,1994/07/01,臺北市長沙街2段157號
新北市,北府畜醫業字第123號,獸醫師,開業,維安動物醫院,李政道,1994/06/13,板橋區四維路174-3號
高雄市,高市獸開字第110號,獸醫師,開業,惠明動物醫院,薛兆明,1994/06/06,高雄市三民區嫩江街58號
新竹縣,竹縣字第2號,獸醫師,開業,仁愛動物醫院,何佳洲,1994/06/06,竹東鎮仁愛路360號
台中市,中縣畜開字第48號,獸醫師,開業,龍立動物醫院,賴彥鋒,1994/05/18,台中市豐原區西安街191號
桃園市,桃獸師開執字第83號,獸醫師,開業,聖恩動物醫院,吳明海,1994/05/03,桃園市龜山區萬壽路二段1141號
南投縣,投府農畜師開字第9號,獸醫師,開業,安成動物醫院,吳誌憲,1994/04/27,南投縣埔里鎮忠孝路160號
高雄市,高市建獸醫字第109號,獸醫師,開業,東盟動物醫院,蘇子茗,1994/04/23,高雄市左營區榮耀街28號
高雄市,高市建獸醫字第107號,獸醫師,開業,鼎山動物醫院,陳全城,1994/03/26,高雄市三民區鼎山街466號
高雄市,高市建獸醫字第106號,獸醫師,開業,宏泰動物醫院,劉昱汝,1994/03/24,高雄市新興區開封路301巷2號
台中市,中市獸醫師開字第99號,獸醫師,開業,犬揚獸醫院,蔡俊祥,1994/02/01,台中市英才路298號
台中市,中市獸醫師開字第98號,獸醫師,開業,環亞動物醫院,黃寶利,1994/01/01,台中市北區三民路三段209巷13號
新北市,北府畜醫業字第132號,獸醫師,開業,佳佳獸醫院,蕭雅玲,1993/12/31,新北市三重區重陽路一段20巷4號1樓
屏東縣,屏獸開字第62號,獸醫師,開業,龍泉家畜醫院,林國雄,1993/12/30,屏東縣內埔鄉東寧村南寧路184號
桃園市,桃獸師開執字第42號,獸醫師,開業,泰安動物醫院,羅崇誠,1993/12/09,桃園市復興路44號
高雄市,高市建獸醫字第103號,獸醫師,開業,全家福動物醫院,鍾勝昌,1993/12/02,高雄市三民區義華路51號
台中市,中縣畜開字第44號,獸醫師,開業,品品動物醫院,蘇品,1993/12/01,台中市豐原區圓環東路122號
高雄市,高市獸開字第102號,獸醫師,開業,嘉仁動物醫院,王俊益,1993/11/10,高雄市鼓山區九如四路1658號
新北市,北府畜醫業字第118號,獸醫師,開業,慈輝動物醫院,簡宏仲,1993/11/03,新北市樹林區鎮前街144號
新北市,北府畜醫業字第117號,獸醫師,開業,來安動物醫院,黃呈超,1993/10/30,新店區安康路二段115之1號1樓
台南市,南縣獸師開字第58號,獸醫師,開業,中興動物醫院,梁啟賢,1993/10/04,台南市新營區新進路一０八號
高雄市,高市獸開字第98號,獸醫師,開業,大順動物醫院,李文衡,1993/07/26,高雄市苓雅區大順三路230號
台南市,南市獸開字第50號,獸醫師,開業,慶華動物醫院,紀宏昌,1993/07/03,台南市金華路四段6號
高雄市,高市獸開字第93號,獸醫師,開業,聖愛動物醫院,蔡東龍,1993/05/15,高雄市左營區中華一路3-5號
台中市,中市獸醫師開字第90號,獸醫師,開業,犬保動物醫院,陳紹清,1993/05/01,台中市南屯區文山里文山三街51巷12號
台南市,南縣獸師開字第52號,獸醫師,開業,庭美動物醫院,黃銀教,1993/04/26,臺南市安南區北安路3段205號
桃園市,桃獸師開執字第181號,獸醫師,開業,長生動物醫院,洪衍成,1993/04/23,"桃園市中壢區環中東路二段22,24號"
南投縣,投府農畜師開字第7號,獸醫師,開業,興德動物醫院,林洪德,1993/03/10,南投縣草屯鎮明正里中正路867號
新北市,北府畜醫業字第103號,獸醫師,開業,宏明動物醫院,王文典,1993/02/11,新莊區中港路398號
南投縣,投府農畜師開字第6號,獸醫師,開業,德穎動物醫院,林武賢,1993/01/18,南投縣草屯鎮成功路1段68號
新北市,北府畜醫業字第102號,獸醫師,開業,協和獸醫院,劉金鴻,1993/01/05,中和區景平路167號1樓
高雄市,高市建獸醫字第91號,獸醫師,開業,上揚動物醫院,蔡宗分,1993/01/04,高雄市苓雅區林森二路7之2號
台中市,中市獸醫師開字第89號,獸醫師,開業,大敦寵物醫院,戴更基,1993/01/01,台中市西屯區大墩十八街九六號
台北市,北市獸業字第193號,獸醫師,開業,漢民動物醫院,洪漢民,1992/12/31,台北市和平西路一段156號
南投縣,投府農畜師開字第5號,獸醫師,開業,東南動物醫院,高獻榮,1992/11/26,南投市復興路98之1號
南投縣,投府農畜師開字第4號,獸醫師,開業,佑犬動物醫院,畢秋亮,1992/11/26,南投市虎山路58號
南投縣,投府農畜師開字第3號,獸醫師,開業,護安獸醫院,莊錦輝,1992/11/26,南投縣竹山鎮雲林路44-7號
桃園市,桃府獸字第38號,獸醫師,開業,和平動物醫院,黃瑞和,1992/11/19,桃園市八德區介壽路二段113號
新北市,北府畜醫業字第99號,獸醫師,開業,長榮動物醫院,陳永瑞,1992/10/28,中和區景平路380號1樓
高雄市,高市建獸醫字第87號,獸醫師,開業,永吉動物醫院,涂世治,1992/10/20,高雄市三民區建工路695號
高雄市,高市獸開字第87號,獸醫師,開業,國華動物醫院,林鴻國,1992/10/06,高雄市前鎮區和平二路32號
台北市,北市獸業字第189號,獸醫師,開業,環南動物醫院,劉正彥,1992/10/01,台北市和平西路三段205號一樓
台中市,中市獸醫師開字第88號,獸醫師,開業,富台動物醫院,張乾洲,1992/09/01,台中市東區自由路三段223號
高雄市,高市建獸醫字第86號,獸醫師,開業,順仁動物診所,王逸仁,1992/08/31,高雄市三民區正忠路101號
台中市,中市獸醫師開字第85號,獸醫師,開業,富山動物醫院,韓坤旺,1992/08/01,台中市北屯區中清路二段11號
高雄市,高市獸開字第85號,獸醫師,開業,弘祥動物醫院,謝文清,1992/07/29,高雄市新興區復橫一路229號
高雄市,高市獸開字第84號,獸醫師,開業,加州動物醫院,曾瑞光,1992/05/19,高雄市苓雅區光華一路134號
台中市,中市獸醫師開字第83號,獸醫師,開業,可安動物醫院,孔祥麟,1992/05/01,台中市北屯區河北路二段58號
台中市,中市獸醫師開字第79號,獸醫師,開業,宏光動物醫院,蔡鴻吟,1992/04/01,台中市北區健行路588號
高雄市,高市獸開字第81號,獸醫師,開業,北平動物醫院,林紹熙,1992/03/31,高雄市三民區北平二街111號
新北市,北府畜醫業字第89號,獸醫師,開業,康寶動物醫院,游秀彬,1992/03/25,新北市中和區中興街130號1樓
高雄市,高市建獸醫字第80號,獸醫師,開業,興昌動物醫院,吳昭興,1992/03/10,高雄市苓雅區四維二路46-1號
新北市,北府畜醫業字第86號,獸醫師,開業,台灣動物醫院,薛敦元,1992/02/26,板橋區陽明街54號1樓
台南市,南市獸開字第44號,獸醫師,開業,宏麟動物醫院,張夢麟,1992/02/15,台南市美南街20號
台中市,中市獸醫師開字第78號,獸醫師,開業,鴻安動物醫院,王呈鑫,1992/01/01,台中市北屯區東山路一段152-2號1.2樓
台中市,中縣畜開字第29號,獸醫師,開業,中心動物醫院,梅華盛,1991/12/26,台中市太平區中山路四段180號
桃園市,桃獸師開執字第34號,獸醫師,開業,進安動物醫院,蔡承郁,1991/12/23,桃園市八德區介壽路2段274號
新北市,北府畜醫業字第85號,獸醫師,開業,永康動物醫院,徐于忠,1991/12/17,新店區北新路一段171號
台北市,北市獸業字第174號,獸醫師,開業,敦化動物醫院,陳貞夙,1991/12/03,台北市敦化南路一段279號
台北市,北市獸業字第173號,獸醫師,開業,德安動物醫院,黃國倫,1991/11/25,台北市內湖路一段611號
苗栗縣,苗獸開字第8號,獸醫師,開業,健成家畜醫院,連真泓,1991/10/01,苗栗縣苗栗市和平路67號
桃園市,桃獸師開執字第25號,獸醫師,開業,春日動物醫院,黃國倉,1991/09/03,桃園市春日路975巷4號
台南市,南縣獸師開字第42號,獸醫師,開業,愛心犬貓醫院,黃俊銘,1991/08/10,台南市佳里區中和街73號
台中市,中縣畜開字第25號,獸醫師,開業,天富家畜診所,黃慶華,1991/08/09,台中市龍井區沙田路四段272號
台中市,中市獸醫師開字第76號,獸醫師,開業,宏仁動物醫院,徐宏仁,1991/08/01,台中市北屯區平德路187巷41號
台中市,中市獸醫師開字第75號,獸醫師,開業,上群動物醫院,廖景祺,1991/07/01,台中市北區健行路76號
苗栗縣,苗獸開字第7號,獸醫師,開業,心雅動物醫院,劉賢德,1991/06/15,頭份鎮中華路955-7號
花蓮縣,花府農獸師字第3號,獸醫師,開業,人人動物醫院,林明煌,1991/06/04,花蓮市中正路559號
台中市,中市獸醫師開字第71號,獸醫師,開業,青島動物醫院,鍾炆裕,1991/05/01,台中市北區青島路三段212號
台中市,中市獸醫師開字第72號,獸醫師,開業,宏恩動物醫院,劉哲睿,1991/05/01,台中市北區太原路一段426號
台中市,中市獸醫師開字第70號,獸醫師,開業,六順動物醫院,陳國政,1991/03/01,台中市烈美街173號
台北市,北市獸業字第161號,獸醫師,開業,大晶動物醫院,陳忠民,1991/02/12,台北市農安街72號1樓
南投縣,投府農畜師開字第2號,獸醫師,開業,埔里動物醫院,陳明進,1990/12/05,高雄市埔里區中山三段445號
台中市,中市獸醫師開字第69號,獸醫師,開業,信楊動物醫院,林金龍,1990/12/01,台中市南屯區南屯路二段271號
台中市,中縣畜開字第21號,獸醫師,開業,中華動物醫院,吳源義,1990/10/12,台中市大甲區新政路2-2號
台中市,中市獸醫師開字第68號,獸醫師,開業,信安動物醫院,林銘信,1990/08/01,台中市北區健行路638號
台南市,南縣獸師開字第39號,獸醫師,開業,上博動物醫院,李偉基,1990/07/31,台南市新化區建國街7號
新北市,北府畜醫業字第70號,獸醫師,開業,竹圍動物醫院,黃炳焱,1990/06/18,新北市淡水區竹圍里民權路141號
高雄市,高市建獸醫字第67號,獸醫師,開業,天民動物醫院,李智賢,1990/06/09,高雄市三民區天民路30號
台北市,北市獸業字第138號,獸醫師,開業,內湖動物醫院,陳鶴松,1990/04/10,台北市內湖路一段45號
高雄市,高市獸開字第65號,獸醫師,開業,健安動物醫院,趙士雄,1990/03/26,高雄市苓雅區建國一路270號
台南市,南市獸開字第33號,獸醫師,開業,上群動物醫院,吳時徵,1990/03/20,台南市東寧路318號
高雄市,高市建獸醫字第64號,獸醫師,開業,人愛動物醫院,劉隆揚,1990/01/03,高雄市新興區六合一路30號
新北市,北府畜醫業字第65號,獸醫師,開業,多多動物醫院,江長全,1989/11/16,新莊區中正路783號
台北市,北市獸業字第135號,獸醫師,開業,正興獸醫院,陳正哲,1989/11/11,台北市興隆路二段95巷5-1號
高雄市,高市獸開字第63號,獸醫師,開業,仁仁動物醫院,余智勇,1989/10/03,高雄市苓雅區和平二路367號
台北市,北市獸業字第133號,獸醫師,開業,楊動物醫院,楊靜宇,1989/10/02,台北市中山北路六段368號
台北市,北市獸業字第130號,獸醫師,開業,天母家畜醫院,郭詩淵,1989/07/01,臺北市中山北路6段431之3號1樓
台中市,中市獸醫師開字第61號,獸醫師,開業,東山動物醫院,吳國顯,1989/06/01,台中市北屯區北屯路281-4號
台中市,中市獸醫師開字第60號,獸醫師,開業,和平動物醫院,黃茂林,1989/06/01,台中市西區美村路86-1號
高雄市,高市獸開字第62號,獸醫師,開業,長和動物醫院,黃埼祥,1989/04/14,高雄市新興區忠孝一路245號
高雄市,高市獸開字第61號,獸醫師,開業,耀宏家畜醫院,葉輝耀,1989/02/18,高雄市苓雅區建國一路139~6號
台中市,中市獸醫師開字第59號,獸醫師,開業,東南動物醫院,,1988/11/01,台中市北區中清路一段746號
新北市,北府畜醫業字第32號,獸醫師,開業,後埔動物醫院,黃約伯,1988/09/22,新北市板橋區館前西路156-1號1樓
新北市,北府畜醫業字第55號,獸醫師,開業,強生動物醫院,諶家強,1988/09/01,新店區中正路392號1樓
台中市,中市獸醫師開字第57號,獸醫師,開業,田心動物醫院,張金勳,1988/09/01,台中市南屯區大墩二街82號
台北市,北市獸業字第112號,獸醫師,開業,微笑動物醫院,張景倫,1988/07/13,臺北市中山北路7段163號1樓及地下1樓
台北市,北市獸業字第111號,獸醫師,開業,豐茂動物醫院,蘇世武,1988/06/22,臺北市北投區實踐街六十四號一樓
台北市,北市獸業字第82號,獸醫師,開業,華欣家畜醫院,黃慶榮,1988/05/30,台北市信義區光復南路473巷13弄7號一樓
高雄市,高市獸開字第60號,獸醫師,開業,和平動物醫院,施孟良,1988/05/05,高雄市苓雅區林德里和平一路60號
高雄市,高市獸開字第59號,獸醫師,開業,欣欣犬病醫院,許耀亮,1988/04/25,高雄市前鎮區一心路94號
台北市,北市獸業字第104號,獸醫師,開業,來旺動物醫院,楊清容,1988/03/08,台北重慶南路三段50號
桃園市,桃獸師開執字第14號,獸醫師,開業,恆生動物醫院,賴榮耀,1988/01/26,中壢市中美路一段13號
新北市,北府畜醫業字第53號,獸醫師,開業,亞東動物醫院,范成棟,1988/01/08,新北市中和區中正路639號1樓
台北市,北市獸業字第102號,獸醫師,開業,晨光動物醫院,戴振宏,1987/12/15,臺北市重慶北路2段47號1樓
高雄市,高市建獸醫字第57號,獸醫師,開業,張動物醫院,張世民,1987/11/23,高雄市三民區澄清路529號
台北市,北市獸業字第101號,獸醫師,開業,大東動物醫院,楊文翔,1987/11/01,台北市東園街158號
台北市,北市獸業字第83號,獸醫師,開業,港墘動物醫院,伍茂霖,1987/08/01,台北市港墘路109-2號
新北市,北府畜醫業字第49號,獸醫師,開業,茂生獸醫院,張國棟,1987/03/18,三重區重新路一段62號
